@relation AtividadeIntensidade


@attribute varianciaX real
@attribute mediaX real
@attribute varianciaY real
@attribute mediaY real
@attribute varianciaZ real
@attribute mediaZ real
@attribute categoria {AndandoLeve,AndandoModerado,AndandoVigoroso,SentadoLeve,SentadoModerado,SentadoVigoroso,DeitadoLeve,DeitadoModerado,DeitadoVigoroso}


@data
0.002088,1.436122,0.000590,-9.475523,0.010880,1.667515,SentadoLeve
0.003793,1.426357,0.000617,-9.473457,0.004876,1.687044,SentadoLeve
0.039984,1.446553,0.007267,-9.450082,0.059034,1.809562,SentadoLeve
0.026803,1.524567,0.006234,-9.453177,0.111391,1.702817,SentadoLeve
0.143215,1.711136,0.011537,-9.459778,0.128945,1.392468,SentadoLeve
0.032738,1.713615,0.006523,-9.459796,0.043005,1.356034,SentadoLeve
0.014451,1.722863,0.002653,-9.475452,0.047918,1.333641,SentadoLeve
0.049353,1.647328,0.008582,-9.451815,0.020875,1.586323,SentadoLeve
0.015374,1.658032,0.002097,-9.455970,0.006943,1.527994,SentadoLeve
0.009687,1.640427,0.002254,-9.465429,0.008559,1.512150,SentadoLeve
0.009664,1.633253,0.003497,-9.471294,0.008356,1.499991,SentadoLeve
0.005884,1.636202,0.002436,-9.461369,0.011253,1.509028,SentadoLeve
0.006092,1.633127,0.003918,-9.468176,0.011227,1.499287,SentadoLeve
0.004813,1.631601,0.002288,-9.473377,0.010721,1.468077,SentadoLeve
0.009997,1.672632,0.001194,-9.451252,0.010541,1.500883,SentadoLeve
0.014074,1.716736,0.002190,-9.432450,0.016547,1.584516,SentadoLeve
0.010931,1.706419,0.001810,-9.412134,0.008856,1.729428,SentadoLeve
0.020758,1.664041,0.004586,-9.418085,0.046892,1.784384,SentadoLeve
0.387802,1.704531,0.029520,-9.378464,0.114703,1.919563,SentadoModerado
0.513798,1.777216,0.013617,-9.404329,0.133895,1.690689,SentadoModerado
0.560161,1.961180,0.013702,-9.370530,0.095821,1.680049,SentadoModerado
0.404475,1.783258,0.006961,-9.395035,0.113110,1.653196,SentadoModerado
0.399148,1.897546,0.007439,-9.393369,0.084697,1.621837,SentadoModerado
0.300149,1.922192,0.006910,-9.351400,0.058625,1.784361,SentadoModerado
0.409649,1.820204,0.008733,-9.348536,0.080210,1.937965,SentadoModerado
0.436788,1.943804,0.009546,-9.312846,0.098078,1.956159,SentadoModerado
0.288734,1.864637,0.007367,-9.312388,0.043580,2.064811,SentadoModerado
0.348778,1.932543,0.006009,-9.329218,0.081601,1.933247,SentadoModerado
0.346967,1.911626,0.005912,-9.350267,0.076089,1.843128,SentadoModerado
0.499619,1.922121,0.008605,-9.363488,0.100071,1.737298,SentadoModerado
0.527659,1.879918,0.011698,-9.351987,0.119134,1.850037,SentadoModerado
0.352240,1.996553,0.010909,-9.342715,0.079120,1.796731,SentadoModerado
0.392615,1.845906,0.026772,-9.353536,0.099682,1.813326,SentadoModerado
0.471509,1.993053,0.012278,-9.350052,0.095312,1.756291,SentadoModerado
0.574684,1.949021,0.011339,-9.373347,0.114216,1.704296,SentadoModerado
0.521156,1.868627,0.011150,-9.364192,0.110941,1.778329,SentadoModerado
0.539529,2.042395,0.011883,-9.341260,0.099606,1.775488,SentadoModerado
0.495880,1.833278,0.012665,-9.364544,0.110847,1.819805,SentadoModerado
0.508495,1.958577,0.010717,-9.335112,0.083278,1.845570,SentadoModerado
0.382425,1.870200,0.010721,-9.394190,0.127589,1.619936,SentadoModerado
0.707016,1.910995,0.014461,-9.360531,0.128035,1.695071,SentadoModerado
0.613936,1.968949,0.012589,-9.376797,0.121611,1.625311,SentadoModerado
0.565541,1.877007,0.011394,-9.350696,0.111602,1.826659,SentadoModerado
0.599043,2.050897,0.012680,-9.329725,0.109237,1.793425,SentadoModerado
0.480723,1.901841,0.014068,-9.337973,0.131536,1.881678,SentadoModerado
0.376204,1.991377,0.012156,-9.332161,0.112952,1.806724,SentadoModerado
0.180045,1.904540,0.017449,-9.271738,0.623453,2.225674,SentadoModerado
1.114676,1.884964,0.037379,-9.369802,0.250945,1.707019,SentadoVigoroso
2.952513,0.307162,0.107441,-9.580328,1.429669,0.136258,SentadoVigoroso
1.842107,-0.695563,0.087723,-9.662458,0.366105,-0.424525,SentadoVigoroso
1.975447,-0.514120,0.089464,-9.617673,0.382046,-1.108961,SentadoVigoroso
1.030337,-0.711336,0.024238,-9.637460,0.139039,-0.574937,SentadoVigoroso
0.954738,-0.372791,0.056856,-9.667833,0.785345,0.096965,SentadoVigoroso
1.274078,-0.778256,0.055124,-9.631427,0.846216,-0.059879,SentadoVigoroso
0.958706,-1.064103,0.019244,-9.605489,0.128052,-0.821570,SentadoVigoroso
1.835669,-0.903905,0.054136,-9.585773,0.479422,-0.373284,SentadoVigoroso
1.455867,-0.759760,0.027186,-9.620583,0.644442,-0.506022,SentadoVigoroso
1.296856,-0.953826,0.035026,-9.651578,0.355974,-0.342203,SentadoVigoroso
1.586535,-1.061711,0.032473,-9.591712,0.473827,0.186912,SentadoVigoroso
1.869996,-0.753117,0.052830,-9.615677,0.782861,-0.170716,SentadoVigoroso
1.742191,-0.875222,0.044687,-9.643305,0.470586,-0.132362,SentadoVigoroso
1.059044,-1.190411,0.025535,-9.629784,0.299625,-0.167359,SentadoVigoroso
1.223859,-0.992612,0.027522,-9.603957,0.553295,0.221990,SentadoVigoroso
1.686364,-1.192101,0.066182,-9.601711,0.981984,0.260193,SentadoVigoroso
1.153642,-1.228601,0.029708,-9.616123,0.495057,0.292820,SentadoVigoroso
1.269489,-1.126143,0.037664,-9.572816,0.356612,0.731781,SentadoVigoroso
1.261928,-1.399986,0.033920,-9.583367,0.404840,0.326282,SentadoVigoroso
0.931746,-1.641155,0.030398,-9.568192,0.410289,0.349859,SentadoVigoroso
1.016089,-1.197195,0.043816,-9.577605,0.586919,0.299956,SentadoVigoroso
1.064591,-1.496775,0.027761,-9.594975,0.316926,0.272117,SentadoVigoroso
1.036083,-1.053543,0.043967,-9.602040,0.496822,0.387086,SentadoVigoroso
1.381706,-1.648815,1.439123,-9.601970,1.615412,0.487052,AndandoLeve
2.892330,-1.300803,3.344252,-9.510966,2.521241,0.047579,AndandoLeve
3.808792,-1.373920,3.946328,-9.544391,3.334459,-0.000235,AndandoLeve
3.150739,-1.786990,2.427106,-9.538593,1.938265,0.138136,AndandoLeve
1.787111,-1.205715,2.642325,-9.558334,2.132801,0.109382,AndandoLeve
2.261893,-1.330378,4.291112,-9.549790,3.679126,-0.437552,AndandoLeve
0.817305,-1.075284,1.552394,-9.565363,1.471756,-0.789991,AndandoLeve
1.758409,-1.342795,2.033340,-9.500498,2.010625,-0.874189,AndandoLeve
2.056719,-1.547851,2.971522,-9.586360,1.158699,-0.521889,AndandoLeve
2.388392,-1.250994,3.232159,-9.484254,2.286645,-1.051266,AndandoLeve
6.875744,-1.265993,4.245461,-9.520308,6.101865,-0.246251,AndandoLeve
5.619527,-1.498244,6.013637,-9.670085,4.958688,-0.680097,AndandoLeve
3.489940,-1.434223,1.510642,-9.274060,4.613352,-1.752005,AndandoLeve
4.872561,-1.499169,4.228608,-9.591454,3.495697,-0.047485,AndandoLeve
5.178735,-1.341387,7.511767,-9.646379,4.143221,-0.339155,AndandoLeve
5.195238,-1.667421,5.040380,-9.560141,2.533957,0.015703,AndandoLeve
3.166242,-1.728332,2.590835,-9.503925,1.938945,-0.611484,AndandoLeve
3.305000,-1.519528,5.836396,-9.402174,3.099268,0.029880,AndandoLeve
1.878649,-1.610125,2.351119,-9.546089,2.531394,-0.563595,AndandoLeve
4.062530,-1.554682,3.923297,-9.784586,3.363655,-0.215995,AndandoLeve
3.764490,-1.576488,3.180376,-9.431676,2.545323,0.251837,AndandoLeve
1.720062,-1.711760,1.520615,-9.652647,1.551524,0.532287,AndandoLeve
1.521321,-1.557686,1.885276,-9.477964,1.499986,0.250218,AndandoLeve
1.544581,-1.242255,2.571876,-9.688879,2.503583,-0.809288,AndandoModerado
3.528809,-1.882500,4.597817,-9.438999,3.294307,-1.266228,AndandoModerado
4.185090,-1.548498,4.871932,-9.582936,3.049309,-0.113725,AndandoModerado
2.370454,-0.923246,2.507812,-9.522116,4.665056,-1.462247,AndandoModerado
3.816596,-1.671622,4.966738,-9.481273,3.918067,-0.210854,AndandoModerado
6.904059,-1.895178,8.483045,-9.890112,3.367829,-0.321924,AndandoModerado
5.814521,-1.742791,3.719153,-9.467612,2.654830,-0.605311,AndandoModerado
4.312767,-1.741477,5.020665,-9.449374,2.972380,0.173157,AndandoModerado
5.221064,-1.758182,6.531776,-9.583654,2.597788,0.212725,AndandoModerado
5.032609,-1.698375,8.151128,-9.585737,2.965948,0.036536,AndandoModerado
2.363504,-1.928841,3.363026,-9.541995,2.331245,0.149638,AndandoModerado
2.644080,-1.145297,4.640573,-9.720975,2.668571,-0.344483,AndandoModerado
3.006255,-1.294653,2.185028,-9.340039,4.006607,-1.589773,AndandoModerado
5.972597,-1.606533,6.417927,-9.231830,2.402011,-0.102246,AndandoModerado
5.131963,-1.983925,5.223953,-9.782896,3.524623,-0.234866,AndandoModerado
4.525244,-1.215808,8.468856,-9.731867,3.333801,-0.220243,AndandoModerado
1.327339,-1.077941,2.426405,-9.376747,3.149240,-1.683435,AndandoModerado
4.135153,-1.739716,5.990988,-9.472753,2.990651,-0.458842,AndandoModerado
3.825779,-1.720469,4.459500,-9.488127,2.810185,-0.323076,AndandoModerado
4.793503,-2.171236,4.778169,-9.596970,3.394856,-0.483723,AndandoModerado
3.329534,-1.154897,3.230960,-9.662669,3.279011,-0.750535,AndandoModerado
3.125287,-1.339298,3.080124,-9.465124,4.149886,-1.659675,AndandoModerado
5.206555,-1.656670,6.674768,-9.434047,2.947266,-0.151422,AndandoModerado
5.701843,-1.796824,4.154301,-9.390442,5.403793,-0.446806,AndandoVigoroso
13.482655,-1.553320,10.869887,-9.556386,8.726105,-0.891253,AndandoVigoroso
7.129458,-1.679955,6.376216,-9.177445,12.381162,-2.142200,AndandoVigoroso
19.567836,-1.748797,9.595303,-9.328193,10.463476,-0.183372,AndandoVigoroso
6.329472,-1.499028,5.905371,-9.588684,5.938566,-0.444336,AndandoVigoroso
16.258630,-2.447038,10.923666,-9.166459,14.739766,-0.476845,AndandoVigoroso
7.365405,-2.128469,8.105459,-9.456235,6.525797,-0.822983,AndandoVigoroso
10.154851,-1.748824,11.222478,-9.451111,8.448519,-0.611625,AndandoVigoroso
10.570927,-1.763259,8.224860,-9.588989,9.455571,-0.894281,AndandoVigoroso
11.675921,-2.505415,4.057153,-9.173196,8.203931,-0.482432,AndandoVigoroso
8.904617,-1.524520,7.369312,-9.336283,10.780603,0.156374,AndandoVigoroso
12.030144,-2.345887,8.719700,-9.604939,8.171057,-0.345651,AndandoVigoroso
14.702085,-1.758517,9.723583,-9.623805,15.005031,-0.498904,AndandoVigoroso
7.976824,-2.552524,7.651138,-9.510497,6.589369,-0.164590,AndandoVigoroso
9.825175,-2.029321,10.460836,-9.311966,6.210191,-0.499027,AndandoVigoroso
9.534457,-1.508706,12.451000,-9.627971,6.000405,-0.156150,AndandoVigoroso
7.369937,-1.555644,10.764942,-9.369614,5.938454,-0.641857,AndandoVigoroso
9.977640,-1.508652,8.098280,-9.015507,14.665219,-1.216372,AndandoVigoroso
4.464889,-1.433480,6.599564,-9.749596,4.971825,-1.066066,AndandoVigoroso
9.867152,-1.886467,9.336883,-9.346330,4.717349,0.143981,AndandoVigoroso
9.220878,-1.742228,9.209346,-9.532725,7.444378,-0.515434,AndandoVigoroso
9.923931,-1.722229,9.152447,-9.381351,9.095534,-0.611249,AndandoVigoroso
10.023287,-2.503210,8.464212,-9.240014,5.671396,-0.057676,AndandoVigoroso
6.955043,-2.144383,7.741263,-9.271617,4.902046,-0.602846,AndandoVigoroso
5.783892,-2.422621,5.662965,-9.575945,9.360343,-0.676697,AndandoVigoroso
5.117079,-2.792094,4.088475,-9.205969,4.095880,-0.198048,AndandoVigoroso
0.042206,6.971375,0.028754,1.167361,0.037554,6.815259,DeitadoLeve
2.620828,2.866470,0.098955,2.147482,0.281672,9.037947,DeitadoLeve
0.218297,5.873376,0.059635,1.465087,0.114366,7.733647,DeitadoLeve
0.069488,7.496457,0.019992,1.128115,0.074268,6.189856,DeitadoLeve
0.005258,7.366599,0.005032,1.322389,0.004943,6.306710,DeitadoLeve
0.000948,7.272528,0.007847,1.399200,0.000775,6.399138,DeitadoLeve
0.015483,7.038155,0.005077,1.534777,0.014581,6.637032,DeitadoLeve
0.404781,6.013229,0.050918,1.983022,0.211652,7.469670,DeitadoLeve
0.269313,3.846520,0.033300,2.601887,0.044733,8.673841,DeitadoLeve
0.137809,4.061223,0.030010,2.566655,0.024852,8.617694,DeitadoLeve
0.708462,6.161455,0.030655,1.884683,0.380606,7.331093,DeitadoLeve
0.208085,7.519421,0.056473,1.153383,0.158057,6.140289,DeitadoLeve
0.442444,7.134003,0.078465,1.263420,0.279562,6.547854,DeitadoLeve
0.731214,7.845940,0.162736,1.123233,1.172590,5.515748,DeitadoLeve
0.017773,9.261805,0.010609,0.327184,0.056100,2.934939,DeitadoLeve
0.089933,8.765078,0.033222,0.646035,0.375074,4.155207,DeitadoLeve
0.098391,7.647667,0.033616,0.999626,0.158438,5.997287,DeitadoLeve
0.094776,6.684707,0.042185,1.046290,0.062534,7.059328,DeitadoLeve
0.030823,6.279752,0.009206,1.576678,0.019082,7.367126,DeitadoLeve
0.413344,7.632835,0.068160,1.136551,0.541632,5.935609,DeitadoLeve
0.075389,8.605043,0.021187,0.625520,0.159308,4.531261,DeitadoLeve
0.128084,8.460381,0.037121,0.677653,0.219435,4.773991,DeitadoLeve
0.368499,9.162035,0.089508,0.405195,3.369942,2.577789,DeitadoLeve
1.149415,4.929685,0.037259,1.877006,0.292997,8.250108,DeitadoModerado
2.875789,0.476188,0.108704,2.509335,0.121233,9.392312,DeitadoModerado
2.626981,7.750852,0.496076,0.979158,7.151705,4.998882,DeitadoModerado
0.019771,9.596080,0.013636,-0.089926,0.098779,-1.412938,DeitadoModerado
0.813637,8.924176,0.184320,0.482854,6.885556,2.731056,DeitadoModerado
5.973737,1.608364,0.118173,2.802202,0.485873,8.988983,DeitadoModerado
0.380942,-1.566676,0.061109,2.696388,0.126554,9.428061,DeitadoModerado
3.324853,1.293060,0.040958,2.768679,0.064163,9.254092,DeitadoModerado
1.837588,5.896991,0.166420,2.511972,0.982999,7.222612,DeitadoModerado
1.416614,8.293850,0.075960,1.322318,2.932418,4.567730,DeitadoModerado
0.232057,6.172111,0.066395,1.843488,0.126986,7.394187,DeitadoModerado
1.387665,2.732239,0.028711,2.618754,0.169871,9.042565,DeitadoModerado
0.950454,1.173757,0.011659,2.406963,0.027434,9.475843,DeitadoModerado
0.675486,3.935246,0.033623,2.435631,0.136725,8.658912,DeitadoModerado
0.348981,6.147160,0.041944,1.948528,0.200427,7.377709,DeitadoModerado
0.388043,7.158076,0.023565,1.834381,0.372703,6.391110,DeitadoModerado
0.249370,8.430559,0.039034,1.853998,0.743381,4.432026,DeitadoModerado
0.007311,9.614692,0.005741,1.079785,0.794055,-0.102857,DeitadoModerado
0.044559,9.520402,0.033426,0.928856,0.233788,-1.540458,DeitadoModerado
0.026685,9.509839,0.007602,0.866842,1.531510,-1.331293,DeitadoModerado
0.180404,8.953069,0.038787,1.048924,1.306621,3.443269,DeitadoModerado
0.009955,9.549954,0.001959,0.713965,1.143773,-1.218836,DeitadoModerado
0.739380,8.949933,0.148754,1.094222,5.559504,2.722614,DeitadoModerado
1.709855,4.104141,0.095832,2.536585,0.440379,8.473415,DeitadoModerado
14.711224,4.033267,0.467621,1.730750,14.039955,6.962033,DeitadoVigoroso
3.116440,8.388277,0.486345,0.736600,18.880566,1.802211,DeitadoVigoroso
13.997628,-5.016885,0.617558,1.077743,4.310495,7.366067,DeitadoVigoroso
17.039809,-3.609259,0.182291,1.177373,5.337480,7.814794,DeitadoVigoroso
2.643272,8.186714,0.305178,1.007677,26.248224,0.347371,DeitadoVigoroso
20.340487,4.578089,0.480094,1.529824,17.036845,6.047941,DeitadoVigoroso
3.816236,-7.083340,0.128510,1.212734,2.869178,6.276963,DeitadoVigoroso
17.539631,5.972946,0.245450,1.284959,12.118024,5.505819,DeitadoVigoroso
9.660693,7.168072,0.407316,1.702445,18.759863,3.794905,DeitadoVigoroso
11.747627,-5.171570,0.190208,1.694438,4.554758,7.312244,DeitadoVigoroso
34.883906,0.443303,0.192119,0.965051,3.958466,7.574761,DeitadoVigoroso
0.615598,8.799513,0.110453,0.118161,6.276478,-3.204639,DeitadoVigoroso
24.122308,2.802084,0.350062,1.091193,9.161400,7.428598,DeitadoVigoroso
14.887275,-5.752586,0.228207,1.124876,5.348685,6.596166,DeitadoVigoroso
3.720043,7.971279,0.502590,0.477500,27.188616,1.212687,DeitadoVigoroso
5.258156,7.189835,0.501014,0.650988,35.613193,1.882382,DeitadoVigoroso
10.629460,-5.872977,0.109077,1.246957,5.506109,6.749466,DeitadoVigoroso
19.204226,5.046203,0.535601,1.191749,17.434703,5.810141,DeitadoVigoroso
2.196955,8.169861,0.652925,0.945381,26.003720,1.115886,DeitadoVigoroso
14.242177,-5.092347,0.287482,1.510358,3.663803,7.192230,DeitadoVigoroso
16.056059,6.482160,0.771714,0.812033,18.298497,4.447065,DeitadoVigoroso
33.582837,3.417723,0.784033,1.326857,14.173114,6.024164,DeitadoVigoroso
47.852640,-1.489100,0.297109,1.017677,5.331432,6.450472,DeitadoVigoroso
17.652124,6.773056,0.997696,0.817103,16.032987,3.943837,DeitadoVigoroso
2.072316,1.115041,0.209214,-7.916874,0.565847,5.355313,SentadoLeve
0.425583,1.390840,0.091302,-9.314187,1.033791,2.285050,SentadoLeve
0.012452,1.915744,0.003996,-8.935352,0.023451,3.386646,SentadoLeve
0.298363,1.633644,0.070613,-9.384707,1.863553,1.443140,SentadoLeve
0.028243,1.892952,0.011266,-9.188252,0.031880,2.602904,SentadoLeve
0.013891,1.959936,0.004933,-9.149137,0.029690,2.679112,SentadoLeve
0.009928,1.984793,0.006360,-9.106346,0.014899,2.799181,SentadoLeve
0.000625,2.030048,0.001039,-9.086136,0.003034,2.834242,SentadoLeve
0.000396,2.027044,0.000464,-9.084822,0.000878,2.868512,SentadoLeve
0.000632,2.011176,0.000882,-9.099328,0.003678,2.811685,SentadoLeve
0.000622,2.003876,0.000761,-9.107215,0.004758,2.795747,SentadoLeve
0.001400,2.007280,0.000855,-9.101558,0.003934,2.818633,SentadoLeve
0.006495,1.848755,0.002724,-9.044097,0.018079,3.100012,SentadoLeve
0.005261,1.842948,0.002398,-9.088718,0.007401,2.979208,SentadoLeve
0.016077,1.915854,0.009173,-9.090080,0.045235,2.902524,SentadoLeve
0.008662,1.943896,0.002678,-9.073756,0.013136,2.945625,SentadoLeve
0.011535,1.853932,0.002531,-9.029377,0.020579,3.150260,SentadoLeve
0.002981,1.724003,0.000871,-9.058615,0.004665,3.158385,SentadoLeve
0.023940,1.728281,0.005506,-9.019335,0.020869,3.290564,SentadoLeve
0.053127,1.835060,0.070635,-9.227205,1.985777,2.007347,SentadoLeve
