@relation Sentado


@attribute varianciaX real
@attribute mediaX real
@attribute varianciaY real
@attribute mediaY real
@attribute varianciaZ real
@attribute mediaZ real
@attribute categoria {Leve,Moderado,Vigoroso}


@data
0.892093,1.082414,0.128229,-9.435361,1.007299,2.082697,Vigoroso
3.474692,0.948056,1.294164,-9.604939,2.169177,1.525657,Vigoroso
5.954533,0.373472,2.203902,-9.325392,3.705172,2.035694,Vigoroso
3.797019,1.319323,1.082253,-9.643258,3.967449,1.046102,Vigoroso
5.188522,1.039634,1.016953,-9.469355,2.533970,1.164851,Vigoroso
9.630294,0.562966,3.436413,-9.341330,6.722788,2.114057,Vigoroso
2.804116,-0.619652,0.942613,-9.345344,3.545755,2.413919,Vigoroso
1.584808,1.373122,0.205660,-9.073273,1.897784,2.889121,Vigoroso
0.551936,0.627281,0.114370,-9.492587,0.728528,1.947354,Vigoroso
0.694621,0.330658,0.258108,-9.273048,1.252545,2.827552,Vigoroso
0.756832,0.204752,0.660882,-9.335304,1.423253,2.695704,Vigoroso
0.407762,-0.132972,0.184514,-9.015296,0.965491,3.591866,Vigoroso
0.004843,2.988832,0.002151,-8.680178,0.013509,3.451430,Leve
0.023629,2.894472,0.005553,-8.769022,0.030477,3.273742,Leve
0.015051,2.945802,0.012423,-8.736035,0.078450,3.336081,Leve
0.021813,2.660169,0.006781,-8.819840,0.052071,3.352563,Leve
0.008307,2.785419,0.002465,-8.793903,0.029310,3.320476,Leve
0.027219,2.797038,0.006476,-8.762591,0.051685,3.379251,Leve
0.015624,2.820534,0.004215,-8.684239,0.033865,3.559779,Leve
0.005707,2.879192,0.002922,-8.796602,0.012382,3.212479,Leve
0.000784,2.939188,0.000786,-8.692032,0.002503,3.458683,Leve
0.002033,2.910270,0.002830,-8.729635,0.014851,3.369722,Leve
0.001153,2.913887,0.002362,-8.716738,0.008203,3.406901,Leve
0.019726,2.837880,0.009630,-8.761652,0.054841,3.354441,Leve
0.004625,2.819290,0.001327,-8.787683,0.005522,3.297121,Leve
0.006232,2.811215,0.003455,-8.834557,0.018765,3.165604,Leve
0.004313,2.824689,0.001205,-8.810615,0.005682,3.238275,Leve
0.002124,2.817436,0.001238,-8.808127,0.008112,3.243111,Leve
0.005125,2.749295,0.004055,-8.894225,0.027052,3.012281,Leve
0.007415,2.832580,0.004852,-8.841787,0.028481,3.108679,Leve
0.001795,2.850062,0.002313,-8.852490,0.011835,3.075728,Leve
0.001083,2.856588,0.002541,-8.817681,0.011378,3.165721,Leve
0.003122,2.868535,0.002184,-8.805428,0.007598,3.201024,Leve
0.001479,2.879195,0.001315,-8.795124,0.006596,3.206243,Leve
0.001784,2.887862,0.001772,-8.795938,0.009616,3.203849,Leve
0.110017,2.494543,0.019970,-9.020083,0.072365,2.857647,Moderado
