-1.3802572	-9.5971575	1.364695	0.087
-1.1204864	-9.56723	1.5753847	0.152
-0.9959879	-9.616311	1.4317327	0.192
-1.0223241	-9.568427	1.6699557	0.249
-1.0259154	-9.544485	1.6891093	0.299
-1.0019734	-9.561244	1.6077064	0.349
-0.9768343	-9.5492735	1.567005	0.399
-0.91099375	-9.563639	1.6819267	0.449
-0.88944596	-9.583989	1.7501614	0.499
-0.8331822	-9.557653	1.7022774	0.549
-0.81642276	-9.581595	1.7848774	0.598
-0.81043726	-9.599552	1.7070658	0.648
-0.7457938	-9.616311	1.7848774	0.699
-0.7685388	-9.555259	1.7465701	0.749
-0.78170687	-9.461885	1.7154455	0.799
-0.80086046	-9.460688	1.8842367	0.849
-0.7254431	-9.476251	1.9895816	0.899
-0.48961425	-9.7324295	2.1176715	0.949
-0.3196259	-9.949105	2.1643584	0.979
-0.7254431	-9.7719345	2.2026656	1.049
-0.9804256	-9.639056	2.1787236	1.099
-1.4329298	-8.579621	2.6144683	1.149
-0.81522566	-9.461885	3.0011318	1.198
-1.3000516	-9.340978	2.0231004	1.248
-2.4408886	-9.13388	2.4648306	1.299
-2.658761	-8.811859	2.4361002	1.349
-1.127669	-8.534132	3.1232362	1.399
-1.1492168	-8.599973	2.7114334	1.449
-1.2030864	-10.006566	2.822764	1.499
-2.9340942	-7.691373	2.0733786	1.549
-0.5267244	-8.383297	3.870227	1.599
-0.7350199	-8.47308	3.3482912	1.649
0.01436521	-9.138668	3.1723173	1.699
-0.31124622	-10.6158905	2.967613	1.749
-5.116409	-12.8053875	1.8016368	1.799
-7.6973586	-12.127829	2.6204538	1.849
-2.2385786	-9.150639	1.8818425	1.899
1.1348516	-5.4779334	-2.1440077	1.949
-0.94211835	-5.5760956	-4.602853	1.982
-2.4277205	-9.16261	1.3754689	2.051
-1.7393875	-10.644621	1.4544775	2.098
-0.30406362	-9.040505	-3.4823663	2.149
0.16400282	-8.48984	-0.2885013	2.198
-1.8842367	-10.127473	2.1092918	2.249
-3.74094	-11.243171	1.9297266	2.299
-3.9671922	-12.23437	-2.861071	2.349
-2.6324248	-9.592369	-2.7641058	2.399
-2.1523874	-5.7137623	-0.5327099	2.449
0.427365	-9.487024	2.3786395	2.499
0.45968673	-11.662156	-1.6496049	2.551
-2.6623523	-11.379641	-2.979584	2.601
-1.0271125	-6.3865333	2.9700072	2.649
0.7673417	-6.443994	6.1303535	2.699
-0.6859388	-9.959879	2.5091233	2.749
-1.5705963	-12.831724	-1.0606314	2.799
-2.991555	-12.649765	1.7070658	2.849
-8.76996	-12.133814	-1.9800048	2.899
-2.3259668	-4.050989	-5.5856724	2.95
1.1073183	-5.177461	-2.8119898	2.979
-2.110489	-7.7943234	3.667917	3.049
-5.0026846	-7.089231	1.2090719	3.099
-1.0869676	-9.41041	-1.9919758	3.149
3.4584243	-11.081563	-2.0925324	3.199
1.1240777	-9.76954	0.5554548	3.249
-3.2501287	-9.720459	1.2497733	3.299
-5.398925	-12.972981	-2.5031378	3.349
-3.8367083	-11.645397	-3.1591492	3.399
-0.094570965	-5.2516813	0.05865794	3.448
1.7178397	-8.298303	3.620033	3.499
1.6304513	-11.46224	-2.5605986	3.549
-3.715801	-12.58991	-3.2740707	3.599
-1.0690111	-7.714118	2.134431	3.649
1.1384429	-5.8586116	2.4851813	3.698
0.18315643	-7.451953	0.45250413	3.749
-1.4736311	-10.26514	-2.0530279	3.799
-1.8507179	-13.994109	0.7350199	3.849
-3.8654387	-16.098612	-7.892486	3.899
-2.1583729	-5.2002063	-8.748413	3.95
1.2653356	-1.5131354	0.025139118	3.979
-1.4257472	-8.265982	-2.256535	4.048
-5.317522	-9.939528	-7.1754227	4.099
-3.335123	-10.930728	-2.348712	4.148
2.4708161	-8.094796	-0.22146365	4.198
1.423353	-8.808268	-4.5022964	4.248
-1.6041151	-12.108675	-2.7485435	4.298
-2.6755204	-11.824963	-2.4911668	4.348
-3.9360676	-7.630321	-4.086902	4.398
-2.1428106	-5.1259856	0.7290344	4.448
